Chromosome	Start	End
chr9	122009528	122009648
chr9	123652838	123652958
chr9	123690179	123690299
chr9	124010034	124010154
chr9	124011027	124011147
chr9	126009358	126009478
chr9	126010840	126010960
chr9	126011213	126011333
chr9	130010278	130010398
chr9	130010641	130010761
chr9	132010141	132010261
chr9	132010410	132010530
chr9	134009166	134009286
chr9	134010176	134010296
chr9	135096707	135096827
chr9	136010117	136010237
chr9	136010326	136010446
chr9	136010850	136010970
chr9	136149169	136149289
chr9	138006811	138006931
chr9	138010197	138010317
chr9	138013957	138014077
chr9	140008874	140008994
chr9	140010440	140010560
chrX	4057049	4057169
chrX	4063906	4064026
chrX	6060722	6060842
chrX	6060854	6060974
chrX	8059785	8059905
chrX	8059931	8060051
chrX	8060573	8060693
chrX	10057336	10057456
chrX	10062019	10062223
chrX	12071041	12071161
chrX	14058601	14058721
chrX	14060710	14060830
chrX	16058446	16058566
chrX	16060396	16060516
chrX	18063696	18063816
chrX	20058699	20058819
chrX	20066196	20066316
chrX	22059000	22059120
chrX	22061329	22061449
chrX	28055562	28055682
chrX	28059953	28060073
chrX	28060262	28060382
chrX	30065300	30065420
chrX	32059707	32059827
chrX	32062230	32062350
chrX	34059043	34059163
chrX	34060095	34060215
chrX	36057201	36057406
chrX	38057523	38057643
chrX	38059404	38059524
chrX	38061053	38061173
chrX	42061187	42061307
chrX	44054982	44055102
chrX	44732797	44732958
chrX	44733141	44733261
chrX	44820522	44820642
chrX	44833875	44833995
chrX	44835864	44835984
chrX	44870174	44870294
chrX	44879854	44879974
chrX	44894142	44894262
chrX	44896856	44896976
chrX	44910940	44911060
chrX	44913076	44913196
chrX	44918240	44918360
chrX	44918491	44918711
chrX	44919266	44919401
chrX	44919853	44920009
chrX	44920556	44920676
chrX	44921882	44922002
chrX	44922666	44923062
chrX	44928823	44929602
chrX	44935946	44936066
chrX	44937637	44937757
chrX	44938390	44938596
chrX	44941792	44941912
chrX	44941936	44942056
chrX	44942704	44942853
chrX	44945106	44945226
chrX	44948987	44949175
chrX	44949967	44950109
chrX	44965782	44965902
chrX	44966658	44966778
chrX	44969323	44969494
chrX	44970581	44970701
chrX	46060646	46060766
chrX	50058416	50058536
chrX	53205723	53205843
chrX	53220730	53220850
chrX	53221912	53222032
chrX	53222148	53222268
chrX	53222271	53222391
chrX	53222394	53222514
chrX	53222618	53222818
chrX	53222934	53223054
chrX	53223320	53223920
chrX	53224112	53224250
chrX	53224412	53224592
chrX	53225097	53225236
chrX	53225867	53226226
chrX	53226945	53227065
chrX	53227671	53227819
chrX	53227948	53228068
chrX	53228158	53228340
chrX	53230731	53230926
chrX	53231035	53231155
chrX	53239595	53239758
chrX	53239857	53240039
chrX	53240678	53240837
chrX	53240968	53241088
chrX	53243870	53244029
chrX	53244976	53245158
chrX	53245257	53245377
chrX	53246324	53246459
chrX	53246977	53247148
chrX	53247458	53247578
chrX	53249999	53250119
chrX	53250878	53250998
chrX	53253921	53254071
chrX	54068751	54068871
chrX	58061401	58061521
chrX	62057788	62057908
chrX	62058560	62058680
chrX	64065300	64065420
chrX	68057967	68058087
chrX	68061168	68061288
chrX	74056914	74057034
chrX	80059414	80059534
chrX	80063205	80063325
chrX	90058755	90058875
chrX	94057659	94057779
chrX	96060308	96060428
chrX	98057452	98057572
chrX	98060234	98060354
chrX	98062491	98062611
chrX	100058875	100058995
chrX	102062539	102062659
chrX	104058038	104058158
chrX	104060447	104060634
chrX	104062621	104062741
chrX	106065867	106065987
chrX	106068968	106069088
chrX	110051345	110051465
chrX	110057385	110057505
chrX	110078787	110078907
chrX	112055603	112055723
chrX	112056021	112056141
chrX	112064814	112064934
chrX	120008919	120009039
chrX	120121114	120121234
chrX	122060510	122060630
chrX	122064780	122064900
chrX	124052882	124053002
chrX	124054029	124054149
chrX	130041062	130041182
chrX	130071423	130071543
chrX	132060494	132060614
chrX	132062614	132062734
chrX	134061899	134062019
chrX	138058848	138058968
chrX	140058208	140058328
chrX	140059278	140059398
chrX	144058863	144058983
chrX	144060046	144060263
chrX	148062317	148062558
chrX	150060223	150060343
chrX	152058363	152058483
chrX	152059325	152059445
chrX	152060812	152060932
chrX	153945542	153945662
chrX	154059352	154059472
chrY	2658729	2658849
chrY	2912325	2912445
chrY	6630871	6630991
chrY	6670401	6670521
chrY	8644158	8644278
chrY	14656119	14656239
chrY	18662614	18662734
chrY	21080647	21080767
chrY	22646668	22646788
chrY	24461372	24461492
chrY	24478343	24478463
chrY	28659585	28659705
chrY	28661138	28661258
